2000 & 0.59 & 53.70 & 30.79 & 8.91 & 5.00 & 0.99 & 6110.2 \\
2010 & 0.57 & 53.69 & 30.78 & 7.04 & 5.00 & 2.84 & 17837.5 \\
2020 & 0.54 & 53.68 & 30.76 & 5.62 & 5.00 & 4.21 & 28272.3 \\
2030 & 0.50 & 53.67 & 30.73 & 3.47 & 5.00 & 6.28 & 28271.4 \\
2050 & 0.43 & 53.64 & 30.66 & 1.32 & 5.00 & 8.20 & 28269.5 \\
2100 & 0.29 & 53.57 & 30.51 & 0.12 & 5.00 & 8.71 & 28264.4 \\
