2000 & 0.04 & 74.40 & 20.79 & 2.08 & 0.74 & 1.85 & 55462.0 \\
2010 & 0.04 & 74.35 & 20.80 & 1.66 & 0.74 & 2.26 & 69960.3 \\
2020 & 0.04 & 74.32 & 20.80 & 1.32 & 0.74 & 2.57 & 80839.7 \\
2030 & 0.04 & 74.30 & 20.78 & 0.81 & 0.74 & 3.03 & 80838.4 \\
2050 & 0.03 & 74.26 & 20.74 & 0.31 & 0.74 & 3.43 & 80835.8 \\
2100 & 0.02 & 74.16 & 20.63 & 0.03 & 0.74 & 3.43 & 80829.0 \\
