2000 & 0.04 & 73.69 & 21.29 & 2.25 & 0.79 & 1.84 & 56210.2 \\
2010 & 0.03 & 72.47 & 22.13 & 2.02 & 0.89 & 2.32 & 73139.3 \\
2020 & 0.02 & 71.87 & 22.53 & 1.69 & 0.93 & 2.75 & 85842.8 \\
2030 & 0.02 & 71.85 & 22.51 & 1.04 & 0.93 & 3.35 & 85841.4 \\
2050 & 0.02 & 71.81 & 22.46 & 0.40 & 0.93 & 3.88 & 85838.4 \\
2100 & 0.01 & 71.71 & 22.34 & 0.04 & 0.93 & 3.92 & 85830.6 \\
